Census_year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading_name,Business_address,Number of patrons,Longitude,Latitude,Location
2019,48,101113,101113,59-63 Bourke Street MELBOURNE 3000,Melbourne (CBD),Club Asuka,"Level 2, 59-63 Bourke Street MELBOURNE 3000",150,144.97157,-37.81212,"-37.81212, 144.97157"
2019,48,103626,103626,114-122 Exhibition Street MELBOURNE 3000,Melbourne (CBD),European Bier Cafe,114-122 Exhibition Street MELBOURNE 3000,550,144.9712,-37.81286,"-37.81286, 144.9712"
2019,52,592048,592048,188-202 King Street MELBOURNE 3000,Melbourne (CBD),La Di Da,188-200 King Street MELBOURNE 3000,458,144.95562,-37.81551,"-37.81551, 144.95562"
2019,54,109954,109954,15-19 Warburton Lane MELBOURNE 3000,Melbourne (CBD),Murmur,"Level 1, 15-19 Warburton Lane MELBOURNE 3000",50,144.96185,-37.81381,"-37.81381, 144.96185"
2019,56,101207,101207,184-186 Bourke Street MELBOURNE 3000,Melbourne (CBD),Stars KTV and Lounge,"Level 1, 184-186 Bourke Street MELBOURNE 3000",204,144.96769,-37.81268,"-37.81268, 144.96769"
2019,57,101216,101216,21-25 Croft Alley MELBOURNE 3000,Melbourne (CBD),The Croft Institute,21-25 Croft Alley MELBOURNE 3000,250,144.96909,-37.81206,"-37.81206, 144.96909"
2019,57,101218,101218,118-122 Bourke Street MELBOURNE 3000,Melbourne (CBD),Fireflies Club,"Level 1, 118-122 Bourke Street MELBOURNE 3000",72,144.96955,-37.81207,"-37.81207, 144.96955"
2019,58,105829,105829,37-41 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Juliet Melbourne,"Basement , 37-41 Little Bourke Street MELBOURNE 3000",100,144.97151,-37.81084,"-37.81084, 144.97151"
2019,64,104659,104659,67-73 Hardware Lane MELBOURNE 3000,Melbourne (CBD),The Mill,"Ground , 67 Hardware Lane MELBOURNE 3000",119,144.96091,-37.81323,"-37.81323, 144.96091"
2019,64,105700,105700,359-363 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Whitehart,Rear 359-363 Lonsdale Street MELBOURNE 3000,200,144.96188,-37.81275,"-37.81275, 144.96188"
2019,64,105704,105704,377-381 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Trapt Bar & Escape Rooms,"Unit 1, 377 Lonsdale Street MELBOURNE 3000",331,144.96145,-37.81288,"-37.81288, 144.96145"
2019,64,105870,105870,380-384 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Kirk's Public Bar,382 Little Bourke Street MELBOURNE 3000,98,144.96133,-37.81354,"-37.81354, 144.96133"
2019,64,515538,515538,4-6 Goldie Place MELBOURNE 3000,Melbourne (CBD),Paris Cat Jazz Club,4-6 Goldie Place MELBOURNE 3000,120,144.96083,-37.81352,"-37.81352, 144.96083"
2019,66,105694,105694,233-237 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mezcalito Agave Bar,235 Lonsdale Street MELBOURNE 3000,100,144.96555,-37.81158,"-37.81158, 144.96555"
2019,66,105878,105878,242-244 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Shanghai Club,"Unit 1, Ground , 242 Little Bourke Street MELBOURNE 3000",209,144.96559,-37.81209,"-37.81209, 144.96559"
2019,66,109392,109392,248-258 Swanston Street MELBOURNE 3000,Melbourne (CBD),Rooftop Cinema & Bar,"Unit , Level 7, 252 Swanston Street MELBOURNE 3000",200,144.96527,-37.81199,"-37.81199, 144.96527"
2019,67,102199,102199,16-20 Corrs Lane MELBOURNE 3000,Melbourne (CBD),Euro House / Pulp Club,"Ground , 16-20 Corrs Lane MELBOURNE 3000",200,144.96839,-37.81113,"-37.81113, 144.96839"
2019,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Heartbreaker,234A Russell Street MELBOURNE 3000,166,144.96764,-37.81098,"-37.81098, 144.96764"
2019,71,105318,105318,277-287 King Street MELBOURNE 3000,Melbourne (CBD),Hotel Sophia,277-287 King Street MELBOURNE 3000,116,144.9542,-37.81368,"-37.81368, 144.9542"
2019,72,110106,110106,263-267 William Street MELBOURNE 3000,Melbourne (CBD),Metropolitan Hotel,263-267 William Street MELBOURNE 3000,300,144.95658,-37.81292,"-37.81292, 144.95658"
2019,74,106019,106019,399-401 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Novotel/Ibis Melbourne Central,"Level 4, 399-0 Little Lonsdale Street MELBOURNE 3000",786,144.96014,-37.81205,"-37.81205, 144.96014"
2019,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Father's Office,249 Little Lonsdale Street MELBOURNE 3000,370,144.96573,-37.81068,"-37.81068, 144.96573"
2019,77,108573,108573,270 Russell Street MELBOURNE 3000,Melbourne (CBD),Melbourne Whisky Room,"Level 1, 270A Russell Street MELBOURNE 3000",50,144.96716,-37.81011,"-37.81011, 144.96716"
2019,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Coopers Inn,"Shop 1, 242 Exhibition Street MELBOURNE 3000",400,144.96998,-37.80942,"-37.80942, 144.96998"
2019,78,110724,580091,17 Casselden Place MELBOURNE 3000,Melbourne (CBD),Little Lon Distilling Co.,17 Casselden Place MELBOURNE 3000,20,144.97073,-37.8092,"-37.8092, 144.97073"
2019,84,106037,106037,324-328 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Alchemist's Refuge,"Basement , 324-328 Little Lonsdale Street MELBOURNE 3000",60,144.95994,-37.81167,"-37.81167, 144.95994"
2019,85,102596,102596,22 Drewery Place MELBOURNE 3000,Melbourne (CBD),Sister Bella,9 Drewery Place MELBOURNE 3000,80,144.96382,-37.81136,"-37.81136, 144.96382"
2019,85,102597,102597,2-20 Drewery Place MELBOURNE 3000,Melbourne (CBD),Baroq House,"Gnd & Bmt , 2 Drewery Place MELBOURNE 3000",303,144.96397,-37.8113,"-37.8113, 144.96397"
2019,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Diesel Bar,202 La Trobe Street MELBOURNE 3000,375,144.96284,-37.8109,"-37.8109, 144.96284"
2019,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Party World,"Shop 301, Level 3, 300 La Trobe Street MELBOURNE 3000",500,144.96284,-37.8109,"-37.8109, 144.96284"
2019,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Hoyts,300 La Trobe Street MELBOURNE 3000,300,144.96284,-37.8109,"-37.8109, 144.96284"
2019,95,109314,109314,401-405 Swanston Street MELBOURNE 3000,Melbourne (CBD),Little Jax,"Level 1, 401-405 Swanston Street MELBOURNE 3000",189,144.96322,-37.80904,"-37.80904, 144.96322"
2019,107,108561,108561,380-388 Russell Street MELBOURNE 3000,Melbourne (CBD),Blue Moon Bar,"Part Ground , 380 Russell Street MELBOURNE 3000",170,144.96611,-37.80749,"-37.80749, 144.96611"
2019,207,106153,106153,331-335 Lygon Street CARLTON 3053,Carlton,Wolfs Lair,Rear 331-335 Lygon Street CARLTON 3053,80,144.96717,-37.79751,"-37.79751, 144.96717"
2019,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,Green Man's Arms,414-422 Lygon Street CARLTON 3053,120,144.96781,-37.79695,"-37.79695, 144.96781"
2019,216,102714,102714,350-352 Drummond Street CARLTON 3053,Carlton,Eva on Drummond,Front 350-352 Drummond Street CARLTON 3053,70,144.96927,-37.79771,"-37.79771, 144.96927"
2019,218,106215,106215,298 Lygon Street CARLTON 3053,Carlton,Carlton Yacht Club Bar,298 Lygon Street CARLTON 3053,46,144.96738,-37.79999,"-37.79999, 144.96738"
2019,268,108154,108153,49 Rathdowne Street CARLTON 3053,Carlton,Epocha Restaurant,49 Rathdowne Street CARLTON 3053,124,144.96856,-37.80577,"-37.80577, 144.96856"
2019,270,664626,104468,230 Grattan Street PARKVILLE 3010,Parkville,The Ida Bar,"Part Level 1, 230 Grattan Street PARKVILLE 3010",200,144.96121,-37.79677,"-37.79677, 144.96121"
2019,327,102352,102352,171-173 Curzon Street NORTH MELBOURNE 3051,North Melbourne,Albion Hotel,171-173 Curzon Street NORTH MELBOURNE 3051,100,144.94855,-37.7989,"-37.7989, 144.94855"
2019,345,103402,103402,33 Errol Street NORTH MELBOURNE 3051,North Melbourne,Townhall Hotel North Melbourne,33 Errol Street NORTH MELBOURNE 3051,80,144.94879,-37.80413,"-37.80413, 144.94879"
2019,358,107887,107887,351-359 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,Bobbie Peels,351-359 Queensberry Street NORTH MELBOURNE 3051,240,144.95597,-37.80396,"-37.80396, 144.95597"
2019,358,109829,109829,312-316 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Victoria Hotel,312-316 Victoria Street NORTH MELBOURNE 3051,130,144.95571,-37.80563,"-37.80563, 144.95571"
2019,362,109843,109843,232-238 Victoria Street MELBOURNE 3000,North Melbourne,The Last Chance Rock & Roll Bar,238 Victoria Street MELBOURNE 3000,180,144.95859,-37.80593,"-37.80593, 144.95859"
2019,369,103507,103507,86-90 Errol Street NORTH MELBOURNE 3051,North Melbourne,The Courthouse Hotel,86-90 Errol Street NORTH MELBOURNE 3051,50,144.94996,-37.80288,"-37.80288, 144.94996"
2019,724,106798,106798,557 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Ormond Collective,Part 557 St Kilda Road MELBOURNE VIC 3004,350,144.98152,-37.84747,"-37.84747, 144.98152"
2019,730,110401,110401,334-342 City Road SOUTHBANK VIC 3006,Southbank,Urban Central Accomodation/Bar334,Pt Ground & Levels 1-5 334-342 City Road SOUTHBANK VIC 3006,290,144.95735,-37.82784,"-37.82784, 144.95735"
2019,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Waterslide Bar,"Restaurant 3, Mid Lvl 3 Southgate Avenue SOUTHBANK VIC 3006",200,144.9663,-37.82072,"-37.82072, 144.9663"
2019,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,P J O'Briens Irish Pub & Side Bar,"Shop 12-16, Ground 3 Southgate Avenue SOUTHBANK VIC 3006",549,144.9663,-37.82072,"-37.82072, 144.9663"
2019,801,110326,110326,4 Riverside Quay SOUTHBANK VIC 3006,Southbank,Soho Restaurant & Bar,Part Ground 4 Riverside Quay SOUTHBANK VIC 3006,200,144.96337,-37.82092,"-37.82092, 144.96337"
2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Crown Entertainment Complex,Crown Entertainment Complex Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006,320,144.95833,-37.82316,"-37.82316, 144.95833"
2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Lumia Bar,"Shop 73, Ground 8 Whiteman Street SOUTHBANK VIC 3006",140,144.95833,-37.82316,"-37.82316, 144.95833"
2019,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Velvet Bar,Part Casino 8 Whiteman Street SOUTHBANK VIC 3006,200,144.95833,-37.82316,"-37.82316, 144.95833"
2019,804,110537,110537,1-27 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,The Boatbuilders Yard,Part 23 South Wharf Promenade SOUTH WHARF VIC 3006,1438,144.95343,-37.82432,"-37.82432, 144.95343"
2019,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,The General Assembly,29 South Wharf Promenade SOUTH WHARF VIC 3006,610,144.95061,-37.82411,"-37.82411, 144.95061"
2019,813,110349,110349,1-23 City Road SOUTHBANK VIC 3006,Southbank,Testing Ground,1-23 City Road SOUTHBANK VIC 3006,500,144.96752,-37.82138,"-37.82138, 144.96752"
2019,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,The Medallion Club,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",5000,144.94756,-37.81674,"-37.81674, 144.94756"
2019,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,E J Whitten Bar,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",70,144.94756,-37.81674,"-37.81674, 144.94756"
2019,1110,593739,593739,99-127 Pearl River Road DOCKLANDS 3008,Docklands,Igloo Cafe & St Moritz Bar,105 Pearl River Road DOCKLANDS 3008,100,144.93563,-37.81214,"-37.81214, 144.93563"
2020,6,578321,573333,Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Beer De Luxe,"Tenancy 17 & 23, Lvls 1-2 Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000",1000,144.96994,-37.81778,"-37.81778, 144.96994"
2020,6,578324,573333,"Tenancy 29, Transport Federation Square 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Transport Hotel,"Tenancy 29, Ground 2 Swanston Street MELBOURNE VIC 3000",600,144.96994,-37.81778,"-37.81778, 144.96994"
2020,11,108971,108971,Holiday Inn on Flinders 561-585 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Holiday Inn On Flinders Melbourne,Holiday Inn on Flinders 561-585 Flinders Lane MELBOURNE VIC 3000,100,144.9551,-37.8202,"-37.8202, 144.9551"
2020,12,103994,103994,502-504 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Insignia on Flinders,502-504 Flinders Street MELBOURNE VIC 3000,100,144.95766,-37.82006,"-37.82006, 144.95766"
2020,12,104824,104824,11A Highlander Lane MELBOURNE VIC 3000,Melbourne (CBD),Highlander Bar,11A Highlander Lane MELBOURNE VIC 3000,202,144.95797,-37.8197,"-37.8197, 144.95797"
2020,14,104003,104003,Q2 Tower 2-8 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Candela Nuevo,Suite 1201 & Part Rooftop 2 Queen Street MELBOURNE VIC 3000,300,144.96271,-37.81859,"-37.81859, 144.96271"
2020,16,103938,103938,Adelphi Hotel 187 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),The Adelphi Hotel,Gnd-Lvl 7 187 Flinders Lane MELBOURNE VIC 3000,80,144.96838,-37.81636,"-37.81636, 144.96838"
2020,17,103922,103922,95-101 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Garden State Hotel,95-101 Flinders Lane MELBOURNE VIC 3000,840,144.9711,-37.81553,"-37.81553, 144.9711"
2020,17,103926,103926,125-127 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),GoGo Bar,Basement 125 Flinders Lane MELBOURNE VIC 3000,300,144.9704,-37.81569,"-37.81569, 144.9704"
2020,17,574438,574438,84-94 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Eau-De-Vie,Rear 88 Flinders Street MELBOURNE VIC 3000,150,144.97169,-37.81595,"-37.81595, 144.97169"
2020,21,606461,606461,607-623 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Batman's Hill On Collins Hotel,623 Collins Street MELBOURNE VIC 3000,1500,144.95469,-37.81929,"-37.81929, 144.95469"
2020,23,106436,106436,54-60 Market Street MELBOURNE VIC 3000,Melbourne (CBD),Oak & Vine Bar,"Unit 1R, Ground 60 Market Street MELBOURNE VIC 3000",370,144.96082,-37.81778,"-37.81778, 144.96082"
2020,27,102064,102064,69-73 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Harley House,Basement 71 Collins Street MELBOURNE VIC 3000,210,144.97135,-37.81434,"-37.81434, 144.97135"
2020,33,102124,102124,430-442 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Mug House,Part Ground 440 Collins Street MELBOURNE VIC 3000,80,144.95976,-37.81703,"-37.81703, 144.95976"
2020,33,105933,105933,425-427 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Irish Times,Gnd & Flr1 427 Little Collins Street MELBOURNE VIC 3000,170,144.96054,-37.81625,"-37.81625, 144.96054"
2020,33,105937,105937,435-443 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Marrakech Bar,LwrGround 25 Bank Place MELBOURNE VIC 3000,200,144.9601,-37.8164,"-37.8164, 144.9601"
2020,33,102131,110666,394 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Bank On Collins,Ground 394 Collins Street MELBOURNE VIC 3000,300,144.96108,-37.81661,"-37.81661, 144.96108"
2020,35,102141,102141,280-292 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Charles Dickens Tavern,Part Basement 290 Collins Street MELBOURNE VIC 3000,450,144.96434,-37.81553,"-37.81553, 144.96434"
2020,35,105919,105919,267 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Bar Americano,20 Presgrave Place MELBOURNE VIC 3000,10,144.9656,-37.81483,"-37.81483, 144.9656"
2020,37,102158,102158,86-88 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Indu & Mejico,86A Collins Street MELBOURNE VIC 3000,290,144.97058,-37.81394,"-37.81394, 144.97058"
2020,41,105948,105948,582-584 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Saint & Rogue,582-584 Little Collins Street MELBOURNE VIC 3000,300,144.95535,-37.81742,"-37.81742, 144.95535"
2020,43,101154,101154,RACV Building 483-501 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),RACV City Club,501 Bourke Street MELBOURNE VIC 3000,150,144.95958,-37.81589,"-37.81589, 144.95958"
2020,43,108069,108069,131-141 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),The Turf Bar & Restaurant,"Unit 1, LwrGround 131 Queen Street MELBOURNE VIC 3000",527,144.96053,-37.8155,"-37.8155, 144.96053"
2020,46,101133,101133,209-215 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Lychee Entertainment,Level 1-2 215 Bourke Street MELBOURNE VIC 3000,150,144.9673,-37.81328,"-37.81328, 144.9673"
2020,46,101136,101136,231-233 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Comedy Republic,Level 1 - 2 231 Bourke Street MELBOURNE VIC 3000,150,144.96684,-37.81344,"-37.81344, 144.96684"
2020,46,108537,108537,QT Melbourne 131-141 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),QT Melbourne,"Basement , Gnd & Level 1-8 & 11 133 Russell Street MELBOURNE VIC 3000",885,144.96784,-37.81343,"-37.81343, 144.96784"
2020,46,111394,111394,UB1 Little Hero Apartments 16-30 Russell Place MELBOURNE VIC 3000,Melbourne (CBD),Bar Ampere,16 Russell Place MELBOURNE VIC 3000,60,144.96744,-37.81354,"-37.81354, 144.96744"
2020,48,101113,101113,59-63 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Club Jankara,Level 2 59-63 Bourke Street MELBOURNE VIC 3000,150,144.97157,-37.81212,"-37.81212, 144.97157"
2020,48,101116,101116,79-85 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Good Heavens,Level 2 79 Bourke Street MELBOURNE VIC 3000,400,144.97104,-37.81218,"-37.81218, 144.97104"
2020,51,108963,108963,672-696 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Mail Exchange Hotel,Part Basement 688 Bourke Street MELBOURNE VIC 3000,600,144.95359,-37.81663,"-37.81663, 144.95359"
2020,53,110145,110145,170-176 William Street MELBOURNE VIC 3000,Melbourne (CBD),Pho Melbourne,170 William Street MELBOURNE VIC 3000,50,144.95822,-37.81492,"-37.81492, 144.95822"
2020,54,109954,109954,15-19 Warburton Lane MELBOURNE VIC 3000,Melbourne (CBD),Murmur Piano Bar,Level 1 15-19 Warburton Lane MELBOURNE VIC 3000,50,144.96185,-37.81381,"-37.81381, 144.96185"
2020,55,109284,109284,191-205 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Eva's Restaurant & Bar,Mezzanine 195 Swanston Street MELBOURNE VIC 3000,200,144.96501,-37.8131,"-37.8131, 144.96501"
2020,57,101217,101217,124-128 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Welcome Stranger,Ground 124-128 Bourke Street MELBOURNE VIC 3000,350,144.96926,-37.81207,"-37.81207, 144.96926"
2020,57,101221,101221,94-96 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),The Elephant and Wheelbarrow,94-96 Bourke Street MELBOURNE VIC 3000,450,144.97024,-37.81192,"-37.81192, 144.97024"
2020,58,101230,101230,54-62 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Romeo Lane,4 Crossley Street MELBOURNE VIC 3000,99,144.97136,-37.81156,"-37.81156, 144.97136"
2020,58,101236,101236,12 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Angel Music Bar,12 Bourke Street MELBOURNE VIC 3000,125,144.97251,-37.81125,"-37.81125, 144.97251"
2020,58,101238,101238,The Imperial Hotel 2-8 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Imperial Hotel,The Imperial Hotel 2-8 Bourke Street MELBOURNE VIC 3000,894,144.97268,-37.8112,"-37.8112, 144.97268"
2020,58,105831,105831,47-55 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Bodega Underground,"Shop 2, 47-55 Little Bourke Street MELBOURNE VIC 3000",60,144.97111,-37.81102,"-37.81102, 144.97111"
2020,58,108986,108986,161 Spring Street MELBOURNE VIC 3000,Melbourne (CBD),The European,Ground 161 Spring Street MELBOURNE VIC 3000,703,144.97243,-37.81095,"-37.81095, 144.97243"
2020,63,105867,105867,428-432 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Denmark House/The Danish Club,"Suite 301, Level 3 428 Little Bourke Street MELBOURNE VIC 3000",100,144.95973,-37.81392,"-37.81392, 144.95973"
2020,64,105700,105700,359-363 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Whitehart,Rear 359 Lonsdale Street MELBOURNE VIC 3000,200,144.96188,-37.81275,"-37.81275, 144.96188"
2020,64,515538,515538,4-6 Goldie Place MELBOURNE VIC 3000,Melbourne (CBD),Paris Cat Jazz Club,4-6 Goldie Place MELBOURNE VIC 3000,120,144.96083,-37.81352,"-37.81352, 144.96083"
2020,66,108547,108547,199-203 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Exford Hotel,199-203 Russell Street MELBOURNE VIC 3000,300,144.96734,-37.81179,"-37.81179, 144.96734"
2020,66,109392,109392,Curtin House 248-258 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Mesa Verde,"Unit S13, Level 6 252 Swanston Street MELBOURNE VIC 3000",175,144.96527,-37.81199,"-37.81199, 144.96527"
2020,67,102199,102199,16-20 Corrs Lane MELBOURNE VIC 3000,Melbourne (CBD),House of Maximon / Berlin Bar,Level 1 16-20 Corrs Lane MELBOURNE VIC 3000,300,144.96839,-37.81113,"-37.81113, 144.96839"
2020,67,102199,102199,16-20 Corrs Lane MELBOURNE VIC 3000,Melbourne (CBD),Euro House / Pulp Club,Ground 16-20 Corrs Lane MELBOURNE VIC 3000,200,144.96839,-37.81113,"-37.81113, 144.96839"
2020,67,105675,105675,113 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Seamstress,113 Lonsdale Street MELBOURNE VIC 3000,160,144.96901,-37.81057,"-37.81057, 144.96901"
2020,76,589841,105749,QV Retail & Parking 221 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Father's Office,249 Little Lonsdale Street MELBOURNE VIC 3000,370,144.96573,-37.81068,"-37.81068, 144.96573"
2020,78,103618,103618,242-284 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),Coopers Inn,"Shop 1, 242 Exhibition Street MELBOURNE VIC 3000",400,144.96998,-37.80942,"-37.80942, 144.96998"
2020,85,102597,102597,2-20 Drewery Place MELBOURNE VIC 3000,Melbourne (CBD),Baroq House,Gnd & Bmt 2 Drewery Place MELBOURNE VIC 3000,303,144.96397,-37.8113,"-37.8113, 144.96397"
2020,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Diesel Bar,202 Little Lonsdale Street MELBOURNE VIC 3000,375,144.96284,-37.8109,"-37.8109, 144.96284"
2020,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Melbourne Central Lion Hotel,"Shop 303, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",550,144.96284,-37.8109,"-37.8109, 144.96284"
2020,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),B. Lucky & Sons,"Shop 307, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",300,144.96284,-37.8109,"-37.8109, 144.96284"
2020,87,106057,106057,106 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Troika Bar,Ground 106 Little Lonsdale Street MELBOURNE VIC 3000,60,144.96859,-37.80915,"-37.80915, 144.96859"
2020,87,106059,106059,100 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Gami Chicken and Beer,100 Little Lonsdale Street MELBOURNE VIC 3000,73,144.96872,-37.80914,"-37.80914, 144.96872"
2020,87,108567,108567,300 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Jankara Karaoke,Ground 300 Russell Street MELBOURNE VIC 3000,80,144.96691,-37.80952,"-37.80952, 144.96691"
2020,95,109314,109314,401-405 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Imix Club & Bar,Level 2 & Roof 401 Swanston Street MELBOURNE VIC 3000,360,144.96322,-37.80904,"-37.80904, 144.96322"
2020,97,105493,105493,52 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Karaoke Box,52 La Trobe Street MELBOURNE VIC 3000,300,144.96725,-37.80829,"-37.80829, 144.96725"
2020,103,100160,100160,196-200 A'Beckett Street MELBOURNE VIC 3000,Melbourne (CBD),Nomads Melbourne,196-200 A'Beckett Street MELBOURNE VIC 3000,200,144.95744,-37.80999,"-37.80999, 144.95744"
2020,105,109318,109318,427-457 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),The Oxford Scholar Hotel,Oxford Scholar Hotel 427 Swanston Street MELBOURNE VIC 3000,700,144.96269,-37.80826,"-37.80826, 144.96269"
2020,131,108844,108844,Crowne Plaza 1-5 Spencer Street DOCKLANDS VIC 3008,Docklands,Crowne Plaza,Crowne Plaza 1-5 Spencer Street DOCKLANDS VIC 3008,60,144.95502,-37.82267,"-37.82267, 144.95502"
2020,215,108202,108202,415-421 Rathdowne Street CARLTON VIC 3053,Carlton,Capitano,415-421 Rathdowne Street CARLTON VIC 3053,100,144.97043,-37.79652,"-37.79652, 144.97043"
2020,218,106215,106215,298 Lygon Street CARLTON VIC 3053,Carlton,Carlton Yacht Club Bar,298 Lygon Street CARLTON VIC 3053,46,144.96738,-37.79999,"-37.79999, 144.96738"
2020,247,106238,106238,192-202 Lygon Street CARLTON VIC 3053,Carlton,Players On Lygon,Ground 200 Lygon Street CARLTON VIC 3053,200,144.9671,-37.80246,"-37.80246, 144.9671"
2020,266,106081,106081,John Curtin Hotel 27-31 Lygon Street CARLTON VIC 3053,Carlton,The Curtin,John Curtin Hotel 27-31 Lygon Street CARLTON VIC 3053,350,144.9657,-37.8062,"-37.8062, 144.9657"
2020,345,103402,103402,33 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Townhall Hotel North Melbourne,33 Errol Street NORTH MELBOURNE VIC 3051,40,144.94879,-37.80413,"-37.80413, 144.94879"
2020,355,105636,105636,The Leveson 46-50 Leveson Street NORTH MELBOURNE VIC 3051,North Melbourne,The Leveson,The Leveson 46-50 Leveson Street NORTH MELBOURNE VIC 3051,400,144.95146,-37.8037,"-37.8037, 144.95146"
2020,357,109822,109822,368 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Prudence Bar,368 Victoria Street NORTH MELBOURNE VIC 3051,80,144.95405,-37.80543,"-37.80543, 144.95405"
